isbn,title,author,number_of_pages,publication_date,language_code,avg_rating
553574019,The Martians (Mars Trilogy  #3.5),Kim Stanley Robinson,434,10/3/2000,eng,3.56
803261837,Pirates of Venus (Venus  #1),Edgar Rice Burroughs/Thomas Floyd/F. Paul Wilson/Phillip R. Burger,179,9/1/2001,eng,3.7
345329562,Swords of Mars (Barsoom  #8),Edgar Rice Burroughs,191,7/12/1979,eng,3.82
1400130212,The Chessmen of Mars (Barsoom #5),Edgar Rice Burroughs/John Bolen,0,1/1/2005,eng,3.83
1400130220,The Warlord of Mars (Barsoom  #3),Edgar Rice Burroughs/John Bolen,6,2/1/2001,eng,3.86
345339304,Synthetic Men of Mars (Barsoom  #9),Edgar Rice Burroughs,160,1/12/1980,eng,3.78
345334248,The Master Mind of Mars (Barsoom #6),Edgar Rice Burroughs,160,4/12/1979,eng,3.85
345345118,A Fighting Man of Mars (Barsoom  #7),Edgar Rice Burroughs,239,10/12/1984,eng,3.84
345339932,Thuvia  Maid of Mars (Barsoom  #4),Edgar Rice Burroughs,160,7/12/1986,eng,3.75
345329554,John Carter of Mars (Barsoom #11),Edgar Rice Burroughs,167,7/12/1985,eng,3.82
143104888,A Princess of Mars (Barsoom  #1),Edgar Rice Burroughs/John Seelye,186,1/30/2007,eng,3.81
345370112,Escape on Venus (Venus  #4),Edgar Rice Burroughs,246,6/15/1991,eng,3.7
517659573,Tarzan of the Apes: Tarzan of the Apes/The Son of Tarzan/Tarzan at the Earth's Core/Tarzan Triumphant,Edgar Rice Burroughs/Esteban Maroto/J. Allen St. John/Studley Burroughs,848,11/30/1988,eng,4.14
809599813,Tarzan of the Apes (Tarzan  #1),Edgar Rice Burroughs,324,9/1/2003,eng,3.9
751536822,The Five People You Meet in Heaven,Mitch Albom,229,9/2/2005,eng,3.93
1569473641,Murder in the Bastille (Aimee Leduc Investigations  #4),Cara Black,276,4/1/2004,en-US,3.73
743298020,The Thirteenth Tale,Diane Setterfield,406,9/12/2006,eng,3.96
345457749,Market Forces,Richard K. Morgan,464,3/1/2005,eng,3.59
785117687,Black Widow: The Things They Say About Her,Richard K. Morgan/Bill Sienkiewicz/Sean Phillips,144,6/7/2006,eng,3.47
785114939,Black Widow: Homecoming,Richard K. Morgan/Bill Sienkiewicz/Goran Parlov,144,5/11/2005,eng,3.79
553026003,Ragtime,E.L. Doctorow,369,3/1/1977,eng,3.88
385339720,Ragtime in Simla (Joe Sandilands  #2),Barbara Cleverly,368,7/25/2006,en-US,3.84
812976525,Thank You for Smoking,Christopher Buckley,272,2/14/2006,eng,3.93
517168952,The Crossing,Cormac McCarthy,425,4/28/1996,eng,4.13
679747192,Cities of the Plain (The Border Trilogy  #3),Cormac McCarthy,292,5/25/1999,eng,4.09
451213238,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,Irving Stone,776,9/7/2004,en-US,4.07
99416271,The Agony and the Ecstasy,Irving Stone,777,1/1/1991,eng,4.07
067155302X,Harvest,Tess Gerritsen,368,8/1/1997,eng,4.11
345301110,Story of O (Story of O #1),Pauline Réage/Sabine d'Estree,199,5/12/1981,eng,3.32
1562010352,Story of O,Pauline Réage/John Paul Hand,224,5/8/1998,eng,3.32
1400031311,The O. Henry Prize Stories 2003,Laura Furman/David Guterson/Diane Johnson/Jennifer Egan,384,9/9/2003,eng,3.78
312266057,The Illustrated Story Of O,Doris Kloster/Pauline Réage,160,9/20/2001,eng,3.96
851512283,The Valley of Vision: A Collection of Puritan Prayers and Devotions,Arthur Bennett,223,11/1/1975,eng,4.54
515141674,Valley Of Silence (Circle Trilogy  #3),Nora Roberts,318,11/1/2006,eng,4.22
596007191,Revolution in The Valley: The Insanely Great Story of How the Mac Was Made,Andy Hertzfeld/Steve Wozniak,291,12/16/2004,en-US,4.18
553381660,The Valley of Horses (Earth's Children  #2),Jean M. Auel,544,6/25/2002,en-US,4
141185856,How Green Was My Valley,Richard Llewellyn,448,6/28/2001,eng,4.18
345479076,Once A Warrior King: Memories of an Officer in Vietnam,David Donovan,352,7/12/1986,en-US,4.27
553574221,Once a Warrior (Warriors  #1),Karyn Monk,384,3/31/1997,eng,3.75
575073608,Time and Again (Time  #1),Jack Finney,399,5/1/2012,eng,3.96
373285337,Time and Again (Time Travel #1-2),Nora Roberts,505,3/28/2006,eng,3.77
373484410,Time and Again: Time Was / Times Change,Nora Roberts,505,8/24/2001,eng,3.77
60609176,Meeting Jesus Again for the First Time: The Historical Jesus and the Heart of Contemporary Faith,Marcus J. Borg,160,4/7/2015,en-US,4.12
60609192,Reading the Bible Again for the First Time: Taking the Bible Seriously but Not Literally,Marcus J. Borg,321,4/7/2015,en-US,4.13
1592574009,The Complete Idiot's Guide to Business Plans,Gwen Moran,314,10/4/2005,eng,3.32
672326728,PHP and MySQL Web Development (Developer's Library),Luke Welling/Laura Thomson,1008,10/1/2004,en-US,3.96
1590595521,Beginning PHP and MySQL 5: From Novice to Professional,W. Jason Gilmore,913,10/1/2005,en-US,3.72
470096004,PHP & MySQL For Dummies,Janet Valade,436,12/1/2006,eng,3.55
764555898,PHP and MySQL for Dummies,Janet Valade,456,4/9/2004,en-US,3.55
382284778X,Graphic Design Now,Charlotte Fiell/Peter Fiell,349,11/1/2005,eng,3.43
700614524,Michael Moore's Fahrenheit 9/11: How One Film Divided a Nation,Robert Brent Toplin,161,4/20/2006,eng,3.44
1932420347,My Dirty Thirties: Romantic Hedonism,Kelly  Carr,144,7/1/2004,eng,3
375761195,The Life and Opinions of Tristram Shandy  Gentleman,Laurence Sterne/Robert Folkenflik,704,9/21/2004,eng,3.74
8489367019,La fortaleza digital,Dan Brown/Eduardo García Murillo,440,2/1/2006,spa,3.65
143036084,The United States of Europe: The New Superpower and the End of American Supremacy,T.R. Reid,320,11/1/2005,en-US,3.62
1741045916,Europe on a Shoestring,Sarah Johnstone/Aaron Anderson/Sarah  Andrews/Lonely Planet,1284,3/1/2007,eng,4.05
520048989,Europe and the People Without History,Eric R. Wolf,534,12/3/1982,eng,4.12
393924955,A History of Modern Europe  Volume 2: From the French Revolution to the Present,John M. Merriman,1040,2/1/2004,en-US,4
882580965,How Europe Underdeveloped Africa,Walter Rodney/Vincent Harding,312,1/1/1981,eng,4.27
60974680,Europe: A History,Norman Davies,1392,1/20/1998,eng,4.17
140249990,The Basketball Diaries,Jim Carroll,224,4/1/1995,eng,3.95
571148433,The Basketball Diaries and the Book of Nods,Jim Carroll,320,5/26/1987,eng,4.25
802431488,The 10 Commandments of Parenting: The Do's and Don'ts for Raising Great Kids,Ed  Young,224,9/1/2005,eng,4
306808919,Unsung Heroes Of Rock 'n' Roll: The Birth Of Rock In The Wild Years Before Elvis,Nick Tosches,288,5/7/1999,eng,4.11
316735647,In the Hand of Dante,Nick Tosches,384,9/1/2003,en-US,3.18
791059294,Ray Bradbury's Fahrenheit 451,Harold Bloom,147,12/31/2001,eng,4.18
1582343497,Schott's Original Miscellany,Ben Schott/Collin Deckerman,158,8/4/2003,eng,4.08
316773786,Mind Over Money: How to Match Your Emotional Style to a Winning Financial Strategy,John W. Schott/Jean S. Arbeiter,260,1/1/1998,en-US,2.67
1416505415,Blowback (Scot Harvath  #4),Brad Thor,575,6/1/2006,eng,4.18
805077979,The Sorrows of Empire: Militarism  Secrecy  and the End of the Republic,Chalmers Johnson/Shara Kay,389,4/1/2005,en-US,4.13
1564783936,Bouvard and Pecuchet,Gustave Flaubert/Αχιλλέας Κυριακίδης/Mark Polizzotti/Raymond Queneau,328,3/28/2006,eng,3.86
805078916,Voyage of the Turtle: In Pursuit of the Earth's Last Dinosaur,Carl Safina,383,5/30/2006,eng,4.24
698115848,Thirteen Moons on Turtle's Back,Joseph Bruchac/Jonathan London/Thomas Locker,32,8/25/1997,en-US,4.08
763623113,One Tiny Turtle,Nicola Davies/Jane Chapman,32,6/14/2005,eng,4.13
811205460,Turtle Island,Gary Snyder/Michael Corr,112,1/17/1974,eng,4.09
262680939,Turtles  Termites  and Traffic Jams: Explorations in Massively Parallel Microworlds,Mitchel Resnick,184,1/22/1997,eng,3.86
99429160,Turtle Moon,Alice Hoffman,275,4/4/2002,eng,3.83
764122789,Aquatic Turtles: Sliders  Cooters  Painted  and Map Turtles,Richard D. Bartlett/Patricia P. Bartlett,46,2/1/2003,eng,3.8
764553135,Turtles & Tortoises for Dummies,Liz Palika,328,3/15/2001,eng,3.57
395544254,The Turtle and the Monkey,Paul Galdone/Joanna Galdone,32,9/24/1990,eng,3.74
747548315,Turtle Diary,Russell Hoban,182,9/4/2000,eng,4
1929610254,Lessons from Turtle Island: Native Curriculum in Early Childhood Classrooms,Guy W. Jones/Sally Moomaw,208,9/1/2002,eng,4.35
297843702,Inside Himalaya,Basil Pao/Michael Palin,200,1/31/2005,en-GB,4
1882647009,Youth in Revolt: The Journals of Nick Twisp : Volumes I  II  III/Youth in Revolt/Youth in Bondage/Youth in Exile,C.D. Payne,503,8/1/1993,eng,4.04
312853025,The Demon Princes  Volume One: The Star King  The Killing Machine  The Palace of Love,Jack Vance,446,4/15/1997,eng,4.25
312872798,Lurulu,Jack Vance,204,2/6/2007,en-US,3.59
425058735,Lyonesse: Suldrun's Garden (Lyonesse  #1),Jack Vance,436,4/1/1983,eng,3.93
712311025,Jack Vance: Critical Appreciations and a Bibliography,A.E. Cunningham/Harlan Ellison/Charles F. Miller/Terry Dowling/Paul Rhoads/Jack Vance/Tom Shippey/Gene Wolfe/David Langford/Dan Simmons/David Mathew,232,1/1/2000,eng,4.15
441272320,Galactic Effectuator,Jack Vance,219,11/1/1981,eng,3.69
312868774,The SFWA Grand Masters 3,Frederik Pohl/Lester del Rey/Damon Knight/A.E. van Vogt/Jack Vance,448,6/23/2001,eng,4.02
743487141,The Languages of Pao,Jack Vance,224,8/1/2004,en-GB,3.8
425084787,The Last Castle,Jack Vance,115,1/1/1986,eng,3.79
441505325,Madouc (Lyonesse  #3),Jack Vance,426,8/1/1991,eng,4.15
312864744,Ports of Call,Jack Vance,300,1/15/1999,eng,3.55
312865767,The Demon Princes  Volume Two: The Face  The Book of Dreams,Jack Vance,397,8/15/1997,eng,4.3
441303161,The Green Pearl (Lyonesse  #2),Jack Vance,407,6/15/1987,eng,4.16
812501942,The Last Castle/Nightwings (Tor Double Novel #15),Jack Vance/Robert Silverberg,182,12/1/1989,eng,3.7
879975318,The Many Worlds of Magnus Ridolph,Jack Vance,174,4/1/1980,eng,3.9
922915997,Big Dead Place: Inside the Strange and Menacing World of Antarctica,Nicholas Johnson/Eirik Sonneland,260,6/1/2005,eng,3.72
446658081,Best Science Fiction Stories of Clifford D. Simak,Clifford D. Simak,253,6/1/1972,eng,3.94
812966007,Theodore Rex,Edmund Morris,555,10/1/2002,eng,4.19
393098745,Oedipus Tyrannus,Sophocles/Theodore F. Brunner/Luci Berkowitz,272,7/1/1970,eng,3.7
375756787,The Rise of Theodore Roosevelt,Edmund Morris,780,11/20/2001,eng,4.23
812967887,The Scientists: A History of Science Told Through the Lives of Its Greatest Inventors,John Gribbin,672,8/10/2004,eng,4.08
824708245,A History of the Life Sciences,Lois N. Magner/Magner,514,8/13/2002,en-US,4.53
385499841,The Art of Innovation: Lessons in Creativity from IDEO  America's Leading Design Firm,Tom Kelley/Jonathan Littman/Tom Peters,320,1/16/2001,eng,3.97
812971051,Absolute Trust in the Goodness of the Earth: New Poems,Alice Walker,229,3/9/2004,en-US,4.02
1400073472,I Sold My Soul on Ebay: Viewing Faith Through an Atheist's Eyes,Hemant Mehta/Rob Bell,224,4/17/2007,en-US,3.54
312890176,Shadow & Claw (The Book of the New Sun #1-2),Gene Wolfe,413,10/15/1994,eng,4.02
312890184,Sword & Citadel (The Book of the New Sun #3-4),Gene Wolfe,411,10/15/1994,eng,4.32
765350505,The Wizard (The Wizard Knight #2),Gene Wolfe,587,8/29/2006,eng,3.86
765316641,Soldier of Sidon (Latro #3),Gene Wolfe,320,10/31/2006,eng,4.01
1579124585,The Right Stuff,Tom Wolfe,304,5/1/2005,eng,4.24
373274742,Wild Fire (The Hot Zone  #3),Debra Cowan,250,1/31/2006,eng,3.86
618329676,The Best American Mystery Stories 2004,Nelson DeMille/Otto Penzler,448,10/14/2004,eng,3.55
696018829,Day and Night,Better Homes and Gardens,32,3/1/1989,eng,0
64300897,Romanticism,Hugh Honour,416,8/15/1979,eng,3.75
1550023926,No Cherubs for Melanie,James  Hawkins,394,10/1/2002,eng,4
888822405,The Fish Kisser,James  Hawkins,360,11/1/2001,eng,3.4
380731215,Street of the Five Moons (Vicky Bliss  #2),Elizabeth Peters,376,3/7/2000,eng,3.95
1857988361,Stand on Zanzibar,John Brunner,672,8/12/1999,eng,3.96
345467175,The Shockwave Rider,John Brunner,288,3/1/1995,eng,3.95
781723051,Study Guide to Accompany Brunner and Suddarth's Textbook of Medical-Surgical Nursing,Suzanne C. O'Connell Smeltzer/Brenda G. Bare/Mary Jo Boyer,400,12/21/1999,eng,4
1592441122,Natural Theology: Comprising Nature & Grace by Professor Dr Emil Brunner & the Reply No! by Dr Karl Barth,Karl Barth/Emil Brunner/Peter Fraenkel,132,12/1/2002,en-GB,3.72
051712310X,Children of the Thunder / The Tides of Time / The Crucible of Time,John Brunner,800,5/3/1995,eng,2.92
1932100016,The Sheep Look Up,John Brunner/James John Bell/David Brin,388,5/11/2003,eng,3.95
879971541,Entry to Elsewhen,John Brunner,172,2/28/1975,eng,3.37
345302354,The Crucible of Time,John Brunner,416,6/12/1984,eng,3.71
879977663,Polymath (Zarathustra Refugee Planets  #2),John Brunner,156,8/28/1982,en-US,3.56
879979119,Total Eclipse,John Brunner,206,2/7/1984,eng,3.44
879977647,Manshape,John Brunner,159,9/28/1982,eng,3.11
312088477,Modern Classics of Science Fiction,Gardner Dozois/Damon Knight/R.A. Lafferty/Samuel R. Delany/Brian W. Aldiss/Gene Wolfe/Joanna Russ/James Tiptree Jr./Ursula K. Le Guin/Edward Bryant/Howard Waldrop/Jack Dann/L. Sprague de Camp/Lucius Shepard/Pat Cadigan/John Kessel/William Gibson/Connie Willis/Michael Swanwick/Bruce Sterling/Theodore Sturgeon/Richard McKenna/Cordwainer Smith/Jack Vance/Edgar Pangborn/Keith Roberts/Roger Zelazny,672,1/15/1993,eng,4.17
786719052,The Mammoth Book of Golden Age Science Fiction: Ten Classic Stories from the Birth of Modern Science Fiction Writing,Isaac Asimov/Charles G. Waugh,512,1/24/2007,en-US,3.93
517552949,Unearthly Neighbors,Chad Oliver,208,9/5/1984,eng,3.83
517551861,The Shores of Another Sea (Classics of Modern Science Fiction 3),Chad Oliver/George Zebrowski/Isaac Asimov,214,7/25/1984,eng,3.55
517551853,Men  Martians and Machines,Eric Frank Russell/George Zebrowski/Isaac Asimov,216,2/1/1984,eng,3.77
385490623,What are the Seven Wonders of the World?: And 100 Other Great Cultural Lists—Fully Explicated,Peter D'Epiro/Mary Desmond Pinkowish,560,12/1/1998,eng,3.77
143039148,World of Wonders (The Deptford Trilogy  #3),Robertson Davies/Wayne Johnston,352,2/28/2006,eng,4.09
822218631,Wonder of the World,David Lindsay-Abaire,72,12/31/2003,eng,3.93
1582970076,Worlds of Wonder: How to Write Science Fiction & Fantasy,David Gerrold,246,4/1/2004,eng,3.92
892818786,Walking the World in Wonder: A Children's Herbal,Ellen Evert Hopman/Steven Foster,160,10/1/2000,eng,4.29
575043555,Worlds of Wonder,Terry Pastor/Damon Knight/Philip K. Dick/C.M. Kornbluth/Bob Shaw/Frederik Pohl/Alfred Bester/C.L. Moore/Henry Kuttner/Robert Sheckley/James Blish/Cordwainer Smith/Brian W. Aldiss/Jack Vance,368,11/10/1988,eng,4.13
553803131,Sixty Days and Counting (Science in the Capital  #3),Kim Stanley Robinson,388,2/27/2007,eng,3.66
553585819,Fifty Degrees Below (Science in the Capital  #2),Kim Stanley Robinson,640,1/30/2007,eng,3.69
312890370,The Gold Coast (Three Californias Triptych  #2),Kim Stanley Robinson,400,5/15/1995,eng,3.7
553574027,Antarctica,Kim Stanley Robinson,672,7/6/1999,eng,3.78
312890362,The Wild Shore (Three Californias Triptych  #1),Kim Stanley Robinson,384,3/15/1995,eng,3.75
553585800,Forty Signs of Rain (Science in the Capital #1),Kim Stanley Robinson,393,7/26/2005,en-US,3.54
312890389,Pacific Edge (Three Californias Triptych  #3),Kim Stanley Robinson,336,5/15/1995,eng,3.78
312861435,The Memory of Whiteness: A Scientific Romance,Kim Stanley Robinson,352,1/15/1996,en-US,3.55
2253141208,Les Fils des ténèbres,Dan Simmons,472,10/1/2007,fre,3.71
786890916,Secret Identity (Lost  #2),Catherine Hapka,176,1/1/2006,eng,2.93
1560600802,Miracleman  Book Three: Olympus,Alan Moore/John Totleben/Steve Oliff/Joe Caramagna/Michael Kelleher/Peter Milligan/Mike Allred,328,4/21/2015,eng,4.39
1400033837,A Thousand Acres,Jane Smiley,371,12/2/2003,eng,3.81
1890447420,Mother's Milk,Edward St. Aubyn,240,11/9/2006,en-US,3.76
870744852,From a Limestone Ledge: Some Essays and Other Ruminations about Country Life in Texas,John Graves/Glenn Wolff/Bill Wittliff,256,5/19/2004,eng,4.31
679735909,Possession,A.S. Byatt,555,10/1/1991,eng,3.89
618341234,The Best American Nonrequired Reading 2004,Dave Eggers/Viggo Mortensen,407,10/14/2004,en-US,3.86
465014909,The Culture of Fear: Why Americans Are Afraid of the Wrong Things,Barry Glassner,210,3/16/2000,en-US,3.7
826493955,Culture of Fear Revisited,Frank Furedi,236,12/26/2006,eng,3.52
312425287,GraceLand,Chris Abani,336,1/26/2005,en-US,3.78
1851588523,Raised on Rock: Growing Up at Graceland,David Stanley/Mark Bego,192,12/1/1931,eng,2.75
189162041X,The White Widow,Jim Lehrer,224,5/19/2000,en-US,3.04
345468031,The Franklin Affair,Jim Lehrer,208,6/13/2006,eng,3.12
399136657,Short List (One-Eyed Mack  #5),Jim Lehrer,224,2/6/1992,eng,4.09
517164353,Fine Lines (One-Eyed Mack  #6),Jim Lehrer,0,11/19/1995,eng,3.23
1571780599,Kick the Can (One-Eyed Mack  #1),Jim Lehrer,223,8/1/1997,eng,3.85
316831301,Strangers from a Different Shore: A History of Asian Americans,Ronald Takaki,640,9/23/1998,en-US,4.13
318634872,La chute,Albert Camus,152,1/11/1999,fre,4.04
140291873,Syrup,Max Barry,304,7/1/2000,en-US,3.88
1580174043,Maple Syrup Cookbook: Over 100 Recipes For Breakfast  Lunch & Dinner,Ken Haedrich,144,9/1/2001,eng,3.81
312427298,The Red Tent,Anita Diamant,321,8/21/2007,en-US,4.17
345355245,Metaconcert (Intervention  #2),Julian May,282,1/13/1989,eng,4.21
345355237,Surveillance (Intervention  #1),Julian May,368,11/13/1988,en-US,4.19
345352440,The Adversary (Saga of Pliocene Exile  #4),Julian May,472,9/12/1987,eng,4.22
345362497,Magnificat (Galactic Milieu Trilogy  #3),Julian May,432,4/20/2011,en-US,4.21
345395182,The Sagittarius Whorl (Rampart Worlds #3),Julian May,384,1/2/2001,eng,3.75
1591164850,Maison Ikkoku  Volume 7 (Maison Ikkoku  #7),Rumiko Takahashi,288,10/26/2004,eng,4.24
1591161304,Ranma 1/2  Vol. 8 (Ranma ½ (US 2nd)  #8),Rumiko Takahashi,196,1/7/2004,eng,4.15
1591165628,Maison Ikkoku  Volume 8 (Maison Ikkoku  #8),Rumiko Takahashi,288,11/1/2004,eng,4.23
312426437,The Echo Maker,Richard Powers,449,8/21/2007,en-US,3.38
306812304,Afterglow: A Last Conversation With Pauline Kael,Francis Davis/Pauline Kael,134,8/21/2003,eng,3.69
452273080,For Keeps: 30 Years at the Movies,Pauline Kael,1312,9/1/1996,eng,4.48
714529036,Hooked: Film Writings 1985-1988,Pauline Kael,528,7/1/1990,eng,4.05
60593636,Flirting With Danger (Samantha Jellicoe  #1),Suzanne Enoch,384,3/1/2005,eng,3.93
037307316X,Flirting with Danger,Linda Turner,253,12/1/1989,eng,3.57
037311818X,Flirting With Danger,Kate Walker,188,6/1/1996,eng,3
60929596,As Nature Made Him: The Boy Who Was Raised as a Girl,John Colapinto,320,2/20/2001,eng,3.97
446578428,The Serial Killers Club,Jeff Povey,279,6/22/2006,eng,3.22
718128826,The Savage Wars Of Peace: Soldiers' Voices 1945-1989,Charles Allen,290,10/1/1990,eng,4.5
1578569540,Dark Water (Fog Point  #1),Linda Hall,354,4/18/2006,en-US,3.66
441013252,The Outlaws of Sherwood,Robin McKinley,368,10/4/2005,eng,3.77
64404773,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,256,6/30/1993,eng,4.05
552548227,Spindle's End,Robin McKinley,464,4/3/2003,eng,3.81
862032806,Imaginary Lands,Robin McKinley/James P. Blaylock/Patricia A. McKillip/Robert Westall/Peter Dickinson/Jane Yolen/P.C. Hodgell/Michael de Larrabetti/Joan D. Vinge,256,3/26/1987,eng,3.59
862031435,Beauty,Robin McKinley,256,9/29/1983,eng,4.05
441004997,The Hero and the Crown (Damar  #2),Robin McKinley,227,2/1/1985,eng,4.21
689822847,Hitty  Her First Hundred Years,Rachel Field/Dorothy P. Lathrop,256,9/1/1998,eng,3.86
689817169,Rachel Field's Hitty: Her First Hundred Years,Rosemary Wells/Susan Jeffers/Rachel Field,112,10/1/1999,eng,4
689849125,Voting Rights Days (Hitty's Travels  #3),Ellen Weiss/Betina Ogden,75,3/1/2002,eng,4.27
159679237X,A Christmas Carol (Great Illustrated Classics),Malvina G. Vogel/Charles Dickens,238,1/1/2005,eng,4.36
086547186X,Moon in a Dewdrop: Writings of Zen Master Dogen,Dōgen/Kazuaki Tanahashi/Robert Aitken/Reb Anderson/Edward G. Brown/Norman Fischer/Arnold Kotler/Daniel Leighton/Lew Richmond/Katherine Thanas/Brian Unger/Mel Weitsman/Dan Welch/Philip Whalen/David    Schneider,356,10/31/1995,eng,4.28
1590301080,Dewdrops on a Lotus Leaf: Zen Poems of Ryokan,Ryōkan/John   Stevens,120,4/13/2004,eng,4.58
60934638,A Green Desire,Anton Myrer/Alastair Westgarth,576,12/4/2001,en-US,3.73
60934735,The Big War,Anton Myrer,512,12/4/2001,en-US,3.85
